"Step","ALFWORLD_RFT_Qwen_1.5B_GRPO_Baseline_trainer - actor/pg_clipfrac","ALFWORLD_RFT_Qwen_1.5B_GRPO_Baseline_trainer - actor/pg_clipfrac__MIN","ALFWORLD_RFT_Qwen_1.5B_GRPO_Baseline_trainer - actor/pg_clipfrac__MAX"
"66","0.00020140611029111167","0.00020140611029111167","0.00020140611029111167"
"67","0.0003391401275213615","0.0003391401275213615","0.0003391401275213615"
"68","0.0002827448815420578","0.0002827448815420578","0.0002827448815420578"
"69","0.00019812711013458226","0.00019812711013458226","0.00019812711013458226"
"70","0.0001786095287993511","0.0001786095287993511","0.0001786095287993511"
"71","0.0003094872493059247","0.0003094872493059247","0.0003094872493059247"
"72","0.00043629619228102083","0.00043629619228102083","0.00043629619228102083"
"73","0.00043645235830275665","0.00043645235830275665","0.00043645235830275665"
"74","0.00030524671055373153","0.00030524671055373153","0.00030524671055373153"
"75","0.0004011953660261093","0.0004011953660261093","0.0004011953660261093"
"76","0.00036160864371501296","0.00036160864371501296","0.00036160864371501296"
"77","0.0003486424478044658","0.0003486424478044658","0.0003486424478044658"
"78","0.0002907142106205928","0.0002907142106205928","0.0002907142106205928"
"79","0.0003251665407909789","0.0003251665407909789","0.0003251665407909789"
"80","0.0004945294293028549","0.0004945294293028549","0.0004945294293028549"
"81","0.00016830984336436438","0.00016830984336436438","0.00016830984336436438"
"82","0.00035189198407917157","0.00035189198407917157","0.00035189198407917157"
"83","0.0004003750858429743","0.0004003750858429743","0.0004003750858429743"
"84","0.0006443837205768519","0.0006443837205768519","0.0006443837205768519"
"85","0.000265567861591793","0.000265567861591793","0.000265567861591793"
"86","0.000400565674951665","0.000400565674951665","0.000400565674951665"
"87","0.0007240030231391633","0.0007240030231391633","0.0007240030231391633"
"88","0.0014438823270904537","0.0014438823270904537","0.0014438823270904537"
"89","0.0005888649623945251","0.0005888649623945251","0.0005888649623945251"
"90","0.0008210663192136826","0.0008210663192136826","0.0008210663192136826"
"91","0.002292020068630841","0.002292020068630841","0.002292020068630841"
"92","0.0019995109691107044","0.0019995109691107044","0.0019995109691107044"
"93","0.0007880484568482239","0.0007880484568482239","0.0007880484568482239"
"94","0.0019614193133228193","0.0019614193133228193","0.0019614193133228193"
"95","0.005061889712264349","0.005061889712264349","0.005061889712264349"
"96","0.0014284137586471856","0.0014284137586471856","0.0014284137586471856"
"97","0.0008042969367329069","0.0008042969367329069","0.0008042969367329069"
"98","0.005484438133401416","0.005484438133401416","0.005484438133401416"
"99","0.005414716564907349","0.005414716564907349","0.005414716564907349"
"100","0.00271927049813842","0.00271927049813842","0.00271927049813842"
"101","0.0011232175080806257","0.00048822087959682456","0.0017582141365644268"
"102","0.005657423342548588","0.005033785729826759","0.006281060955270418"
"103","0.0032452255372910793","0.0007872618114267806","0.005703189263155378"
"104","0.002301618160736837","0.0018920762426901183","0.0027111600787835554"
"105","0.0013079143356840848","0.0008129769039208976","0.001802851767447272"
"106","0.003044866839056379","0.0010657436848099855","0.005023989993302772"
"107","0.00441951427922886","0.004071799569249957","0.004767228989207763"
"108","0.001927215643925863","0.0018295838916018937","0.0020248473962498326"
"109","0.003122729298214511","0.001926304726466761","0.004319153869962261"
"110","0.0036853498729093443","0.001582036265746532","0.005788663480072157"
"111","0.005325832268021857","0.0049393613945424","0.005712303141501314"
"112","0.0019326891799276375","0.0012393861747113989","0.002625992185143876"
"113","0.002596479564797644","0.002596479564797644","0.002596479564797644"
"114","0.0007312711235973027","0.0007312711235973027","0.0007312711235973027"
"115","0.0010456243110745058","0.0010456243110745058","0.0010456243110745058"
"116","0.0010312661800483528","0.0010312661800483528","0.0010312661800483528"
"117","0.000699131743712995","0.000699131743712995","0.000699131743712995"
"118","0.000994231972047904","0.000994231972047904","0.000994231972047904"
"119","0.0014338417922486347","0.0014338417922486347","0.0014338417922486347"
"120","0.0019983488828513836","0.0019983488828513836","0.0019983488828513836"
"121","0.0022391519163969626","0.0022391519163969626","0.0022391519163969626"
"122","0.0026596696326224548","0.0026596696326224548","0.0026596696326224548"
"123","0.005509044674496788","0.005509044674496788","0.005509044674496788"
"124","0.002182015077874224","0.002182015077874224","0.002182015077874224"
"125","0.0022529508868932395","0.0022529508868932395","0.0022529508868932395"
"126","0.0059549883105654245","0.0059549883105654245","0.0059549883105654245"
"127","0.00559987276326094","0.00559987276326094","0.00559987276326094"
"128","0.0022848649097891452","0.0022848649097891452","0.0022848649097891452"
"129","0.00207981054171052","0.00207981054171052","0.00207981054171052"
"130","0.0050101335930379815","0.0050101335930379815","0.0050101335930379815"
"131","0.004816267729778837","0.004816267729778837","0.004816267729778837"
"132","0.002156458858699611","0.002156458858699611","0.002156458858699611"
"133","0.0017098210191008923","0.0017098210191008923","0.0017098210191008923"
"134","0.006175318356731118","0.006175318356731118","0.006175318356731118"
"135","0.004766408281184026","0.004766408281184026","0.004766408281184026"
"136","0.002016897186016043","0.002016897186016043","0.002016897186016043"
"137","0.0019916811946776407","0.0019916811946776407","0.0019916811946776407"
"138","0.004458993669989771","0.004458993669989771","0.004458993669989771"
"139","0.004744961244821204","0.004744961244821204","0.004744961244821204"
"140","0.0011559667137946603","0.0011559667137946603","0.0011559667137946603"
"141","0.002085231139770734","0.002085231139770734","0.002085231139770734"
"142","0.0020290048031507022","0.0020290048031507022","0.0020290048031507022"
"143","0.00510264763781581","0.00510264763781581","0.00510264763781581"
"144","0.0009576479911225357","0.0009576479911225357","0.0009576479911225357"
"145","0.0018655672675113484","0.0018655672675113484","0.0018655672675113484"
"146","0.0009542134105907502","0.0009542134105907502","0.0009542134105907502"
"147","0.004043436660088684","0.004043436660088684","0.004043436660088684"
"148","0.000830274626683344","0.000830274626683344","0.000830274626683344"
"149","0.002059702535565332","0.002059702535565332","0.002059702535565332"
"150","0.001687031777585028","0.001687031777585028","0.001687031777585028"
"151","0.004563942676759325","0.004563942676759325","0.004563942676759325"
"152","0.0009534325903562242","0.0009534325903562242","0.0009534325903562242"
"153","0.0021313349777691264","0.0021313349777691264","0.0021313349777691264"
"154","0.001142138347121717","0.001142138347121717","0.001142138347121717"
"155","0.005224976589046752","0.005224976589046752","0.005224976589046752"
"156","0.001052829208241872","0.001052829208241872","0.001052829208241872"
"157","0.002498011731350904","0.002498011731350904","0.002498011731350904"
"158","0.002111663229793046","0.002111663229793046","0.002111663229793046"
"159","0.006158756607087834","0.006158756607087834","0.006158756607087834"
"160","0.0018368083982605258","0.0018368083982605258","0.0018368083982605258"
"161","0.002638884071078334","0.002638884071078334","0.002638884071078334"
"162","0.0012300694906764176","0.0012300694906764176","0.0012300694906764176"
"163","0.007473943902510681","0.007473943902510681","0.007473943902510681"
"164","0.0015795103482286596","0.0015795103482286596","0.0015795103482286596"
"165","0.0027128449883489143","0.0027128449883489143","0.0027128449883489143"
"166","0.0012484539072156872","0.0012484539072156872","0.0012484539072156872"
"167","0.006101931270374432","0.006101931270374432","0.006101931270374432"
"168","0.0020919515545888253","0.0020919515545888253","0.0020919515545888253"
"169","0.00276408771032051","0.00276408771032051","0.00276408771032051"
"170","0.0017136255707117488","0.0017136255707117488","0.0017136255707117488"
"171","0.008556346956962594","0.008556346956962594","0.008556346956962594"
"172","0.00409934359456255","0.00409934359456255","0.00409934359456255"
"173","0.002751276807894546","0.002751276807894546","0.002751276807894546"
"174","0.002079292097798738","0.002079292097798738","0.002079292097798738"
"175","0.0076638376633496605","0.0076638376633496605","0.0076638376633496605"
"176","0.008105200328742717","0.008105200328742717","0.008105200328742717"
"177","0.002911011564874764","0.002911011564874764","0.002911011564874764"
"178","0.002826909718337413","0.002826909718337413","0.002826909718337413"
"179","0.007694334558169323","0.007694334558169323","0.007694334558169323"
"180","0.006757448737747592","0.006757448737747592","0.006757448737747592"
"181","0.003701231644785686","0.003701231644785686","0.003701231644785686"
"182","0.00225270499012207","0.00225270499012207","0.00225270499012207"
"183","0.006873559458103379","0.006873559458103379","0.006873559458103379"
"184","0.004041055173515547","0.004041055173515547","0.004041055173515547"
"185","0.005123030732540749","0.005123030732540749","0.005123030732540749"
"186","0.004482969654856562","0.004482969654856562","0.004482969654856562"
"187","0.003032287191228362","0.003032287191228362","0.003032287191228362"
"188","0.002641935446228519","0.002641935446228519","0.002641935446228519"
"189","0.0039359527942424925","0.0039359527942424925","0.0039359527942424925"
"190","0.002906299338336346","0.002906299338336346","0.002906299338336346"
"191","0.003626976174249404","0.003626976174249404","0.003626976174249404"
"192","0.0035010834396940263","0.0035010834396940263","0.0035010834396940263"
"193","0.0027831335816209993","0.0027831335816209993","0.0027831335816209993"
"194","0.005402562074130401","0.005402562074130401","0.005402562074130401"
"195","0.005142746830730879","0.005142746830730879","0.005142746830730879"
"196","0.005182153276225094","0.005182153276225094","0.005182153276225094"
"197","0.007339443621368241","0.007339443621368241","0.007339443621368241"
"198","0.0045793292288594375","0.0045793292288594375","0.0045793292288594375"
"199","0.005521253293606655","0.005521253293606655","0.005521253293606655"
"200","0.00452165536890706","0.00452165536890706","0.00452165536890706"
"201","0.006177455083314216","0.006177455083314216","0.006177455083314216"
"202","0.005960949703594381","0.005960949703594381","0.005960949703594381"
"203","0.008446384367612119","0.008446384367612119","0.008446384367612119"
"204","0.004793083108874705","0.004793083108874705","0.004793083108874705"
"205","0.013102409939747303","0.013102409939747303","0.013102409939747303"
"206","0.015485656894952626","0.015485656894952626","0.015485656894952626"
"207","0.012927520960402937","0.012927520960402937","0.012927520960402937"
"208","0.012237397239097567","0.012237397239097567","0.012237397239097567"
"209","0.013967969402389924","0.013967969402389924","0.013967969402389924"
"210","0.028336003122149123","0.028336003122149123","0.028336003122149123"
"211","0.0340546815879643","0.0340546815879643","0.0340546815879643"
"212","0.012000626902743596","0.012000626902743596","0.012000626902743596"
"213","0.011224159233131295","0.011224159233131295","0.011224159233131295"
"214","0.031127917930885495","0.031127917930885495","0.031127917930885495"
"215","0.03762095477162622","0.03762095477162622","0.03762095477162622"
"216","0.02193416092147042","0.02193416092147042","0.02193416092147042"
"217","0.024567885633495424","0.024567885633495424","0.024567885633495424"
"218","0.05963283820643933","0.05963283820643933","0.05963283820643933"
"219","0.07969817664364681","0.07969817664364681","0.07969817664364681"
"220","0.12185793528053909","0.12185793528053909","0.12185793528053909"
"221","0.09055138482751014","0.09055138482751014","0.09055138482751014"
"222","0.08804850963951272","0.08804850963951272","0.08804850963951272"
"223","0.12495762606109069","0.12495762606109069","0.12495762606109069"
"224","0.0632187185343355","0.0632187185343355","0.0632187185343355"
"225","0.050815852546835676","0.050815852546835676","0.050815852546835676"
"226","0.11386181189873322","0.11386181189873322","0.11386181189873322"
"227","0.16844171066131666","0.16844171066131666","0.16844171066131666"
"228","0.08759078192445686","0.08759078192445686","0.08759078192445686"
"229","0.040067757303705036","0.040067757303705036","0.040067757303705036"
"230","0.31323423527802724","0.31323423527802724","0.31323423527802724"
"231","0.12493346845999789","0.12493346845999789","0.12493346845999789"
"232","0.05589666204990485","0.05589666204990485","0.05589666204990485"
"233","0.1093070655317408","0.1093070655317408","0.1093070655317408"
"234","0.17291617308455032","0.17291617308455032","0.17291617308455032"
"235","0.07294750888458103","0.07294750888458103","0.07294750888458103"
"236","0.057280383774403684","0.057280383774403684","0.057280383774403684"
"237","0.17685011176729096","0.17685011176729096","0.17685011176729096"
"238","0.203819673452646","0.203819673452646","0.203819673452646"
"239","0.04109858140032183","0.04109858140032183","0.04109858140032183"
"240","0.040964232537096856","0.040964232537096856","0.040964232537096856"
"241","0.1279833726536405","0.1279833726536405","0.1279833726536405"
"242","0.17559659375846798","0.17559659375846798","0.17559659375846798"
"243","0.013037936856003048","0.013037936856003048","0.013037936856003048"
"244","0.07262716275889616","0.07262716275889616","0.07262716275889616"
"245","0.1307849476729691","0.1307849476729691","0.1307849476729691"
"246","0.07021778572886957","0.07021778572886957","0.07021778572886957"
"247","0.05952672750035807","0.05952672750035807","0.05952672750035807"
"248","0.06961978042861172","0.06961978042861172","0.06961978042861172"
"249","0.1958969571400973","0.1958969571400973","0.1958969571400973"
"250","0.09453545797383413","0.09453545797383413","0.09453545797383413"
"251","0.08639848196480221","0.08639848196480221","0.08639848196480221"
"252","0.08289063912745791","0.08289063912745791","0.08289063912745791"
"253","0.15651621616286177","0.15651621616286177","0.15651621616286177"
"254","0.12005016427015347","0.12005016427015347","0.12005016427015347"
"255","0.12334499083412316","0.12334499083412316","0.12334499083412316"
"256","0.10044659892067405","0.10044659892067405","0.10044659892067405"
"257","0.14258119185723978","0.14258119185723978","0.14258119185723978"
"258","0.15292605606529872","0.15292605606529872","0.15292605606529872"
"259","0.10181837728832961","0.10181837728832961","0.10181837728832961"
"260","0.09580305217826479","0.09580305217826479","0.09580305217826479"
"261","0.14167262677721817","0.14167262677721817","0.14167262677721817"
"262","0.11545104119296001","0.11545104119296001","0.11545104119296001"
"263","0.07709830633951029","0.07709830633951029","0.07709830633951029"
"264","0.0825476011243434","0.0825476011243434","0.0825476011243434"
"265","0.13475286311710233","0.13475286311710233","0.13475286311710233"
"266","0.12484065111810037","0.12484065111810037","0.12484065111810037"
"267","0.07717008744767036","0.07717008744767036","0.07717008744767036"
"268","0.07600878953335582","0.07600878953335582","0.07600878953335582"
"269","0.1429497294566529","0.1429497294566529","0.1429497294566529"
"270","0.10426938654112244","0.10426938654112244","0.10426938654112244"
"271","0.01931047680813612","0.01931047680813612","0.01931047680813612"
"272","0.1056384842965629","0.1056384842965629","0.1056384842965629"
"273","0.1997586061712994","0.1997586061712994","0.1997586061712994"
"274","0.028024619390267166","0.028024619390267166","0.028024619390267166"
"275","0.016590052932899977","0.016590052932899977","0.016590052932899977"
"276","0.15226615262983376","0.15226615262983376","0.15226615262983376"
"277","0.08523745941353701","0.08523745941353701","0.08523745941353701"
"278","0.056335230090437415","0.056335230090437415","0.056335230090437415"
"279","0.028239686363216103","0.028239686363216103","0.028239686363216103"
"280","0.17935825304787917","0.17935825304787917","0.17935825304787917"
"281","0.12113466128290003","0.12113466128290003","0.12113466128290003"
"282","0.07164628359388156","0.07164628359388156","0.07164628359388156"
"283","0.06319283060866462","0.06319283060866462","0.06319283060866462"
"284","0.0947546520622887","0.0947546520622887","0.0947546520622887"
"285","0.09102876965598725","0.09102876965598725","0.09102876965598725"
"286","0.06873042452988136","0.06873042452988136","0.06873042452988136"
"287","0.07406999929921819","0.07406999929921819","0.07406999929921819"
"288","0.19530904496161228","0.19530904496161228","0.19530904496161228"
"289","0.1220859646594457","0.1220859646594457","0.1220859646594457"
"290","0.04499338746605003","0.04499338746605003","0.04499338746605003"
"291","0.05237777226388322","0.05237777226388322","0.05237777226388322"
"292","0.11617693163556575","0.11617693163556575","0.11617693163556575"
"293","0.09830084774229261","0.09830084774229261","0.09830084774229261"
"294","0.060260814709934114","0.060260814709934114","0.060260814709934114"
"295","0.053923564236148275","0.053923564236148275","0.053923564236148275"
"296","0.10475574427515694","0.10475574427515694","0.10475574427515694"
"297","0.11661698752860325","0.11661698752860325","0.11661698752860325"
"298","0.0701540798680071","0.0701540798680071","0.0701540798680071"
"299","0.05026323468256225","0.05026323468256225","0.05026323468256225"
"300","0.10377335650983321","0.10377335650983321","0.10377335650983321"
"301","0.07848397602425566","0.07848397602425566","0.07848397602425566"
"302","0.051692773514549206","0.051692773514549206","0.051692773514549206"
"303","0.05250628159499284","0.05250628159499284","0.05250628159499284"
"304","0.12454996014805798","0.12454996014805798","0.12454996014805798"
"305","0.11329039610707416","0.11329039610707416","0.11329039610707416"
"306","0.08970890850336714","0.08970890850336714","0.08970890850336714"
"307","0.09490297478010976","0.09490297478010976","0.09490297478010976"
"308","0.08335232304164526","0.08335232304164526","0.08335232304164526"
"309","0.059665063951584156","0.059665063951584156","0.059665063951584156"
"310","0.04842338715388905","0.04842338715388905","0.04842338715388905"
"311","0.05332842767179673","0.05332842767179673","0.05332842767179673"
"312","0.0924548005512007","0.0924548005512007","0.0924548005512007"
"313","0.08926765747455648","0.08926765747455648","0.08926765747455648"
"314","0.040779305469635645","0.040779305469635645","0.040779305469635645"
"315","0.04228607750410447","0.04228607750410447","0.04228607750410447"
"316","0.11119473899657933","0.11119473899657933","0.11119473899657933"
"317","0.08936502667967472","0.08936502667967472","0.08936502667967472"
"318","0.05194281543127114","0.05194281543127114","0.05194281543127114"
"319","0.051479161423965906","0.051479161423965906","0.051479161423965906"
"320","0.07321309621404044","0.07321309621404044","0.07321309621404044"
"321","0.07143676953237894","0.07143676953237894","0.07143676953237894"
"322","0.027707943283245867","0.027707943283245867","0.027707943283245867"
"323","0.044308956033394985","0.044308956033394985","0.044308956033394985"
"324","0.11469539096651715","0.11469539096651715","0.11469539096651715"
"325","0.09749070999944717","0.09749070999944717","0.09749070999944717"
"326","0.06404077077484867","0.06404077077484867","0.06404077077484867"
"327","0.044674747736516786","0.044674747736516786","0.044674747736516786"
"328","0.11113839410834864","0.11113839410834864","0.11113839410834864"
"329","0.07763875505101955","0.07763875505101955","0.07763875505101955"
"330","0.0545033376678102","0.0545033376678102","0.0545033376678102"
"331","0.054973802882205415","0.054973802882205415","0.054973802882205415"
"332","0.12407102609607759","0.12407102609607759","0.12407102609607759"
"333","0.07128561452555005","0.07128561452555005","0.07128561452555005"
"334","0.04618686439117264","0.04618686439117264","0.04618686439117264"
"335","0.04760614847691613","0.04760614847691613","0.04760614847691613"
"336","0.0772497930919525","0.0772497930919525","0.0772497930919525"
"337","0.04570563058316624","0.04570563058316624","0.04570563058316624"
"338","0.03865338384179937","0.03865338384179937","0.03865338384179937"
"339","0.039996378505602476","0.039996378505602476","0.039996378505602476"
"340","0.13852861858226548","0.13852861858226548","0.13852861858226548"
"341","0.09602195041875045","0.09602195041875045","0.09602195041875045"
"342","0.011320050067143698","0.011320050067143698","0.011320050067143698"
"343","0.04182675601521008","0.04182675601521008","0.04182675601521008"
"344","0.10562684380420251","0.10562684380420251","0.10562684380420251"
"345","0.04775985711164875","0.04775985711164875","0.04775985711164875"
"346","0.022495038756360747","0.022495038756360747","0.022495038756360747"
"347","0.03453996674176557","0.03453996674176557","0.03453996674176557"
"348","0.06832935633688005","0.06832935633688005","0.06832935633688005"
"349","0.04484595361518095","0.04484595361518095","0.04484595361518095"
"350","0.036423723638044594","0.036423723638044594","0.036423723638044594"
"351","0.0777894561830908","0.0777894561830908","0.0777894561830908"
"352","0.04907524572244208","0.04907524572244208","0.04907524572244208"
"353","0.0585173643632746","0.0585173643632746","0.0585173643632746"
"354","0.06327596442432666","0.06327596442432666","0.06327596442432666"
"355","0.09268862648840837","0.09268862648840837","0.09268862648840837"
"356","0.0560899894243838","0.0560899894243838","0.0560899894243838"
"357","0.05713272931004342","0.05713272931004342","0.05713272931004342"
"358","0.03889500348205193","0.03889500348205193","0.03889500348205193"
"359","0.12347720931339191","0.12347720931339191","0.12347720931339191"
"360","0.0609388332042094","0.0609388332042094","0.0609388332042094"
"361","0.06014058196645541","0.06014058196645541","0.06014058196645541"
"362","0.053523604155828554","0.053523604155828554","0.053523604155828554"
"363","0.11160040708735422","0.11160040708735422","0.11160040708735422"
"364","0.07790543203583171","0.07790543203583171","0.07790543203583171"
"365","0.06562211934781065","0.06562211934781065","0.06562211934781065"
"366","0.048640044679974806","0.048640044679974806","0.048640044679974806"
"367","0.09565171243220165","0.09565171243220165","0.09565171243220165"
"368","0.046612700645585405","0.046612700645585405","0.046612700645585405"
"369","0.056180695698181495","0.056180695698181495","0.056180695698181495"
"370","0.04232886923631695","0.04232886923631695","0.04232886923631695"
"371","0.08176430982848008","0.08176430982848008","0.08176430982848008"
"372","0.07488880075414298","0.07488880075414298","0.07488880075414298"
"373","0.04432941592805197","0.04432941592805197","0.04432941592805197"
"374","0.05515016233597712","0.05515016233597712","0.05515016233597712"
"375","0.13658906408495064","0.13658906408495064","0.13658906408495064"
"376","0.07708284628714192","0.07708284628714192","0.07708284628714192"
"377","0.038930934180364564","0.038930934180364564","0.038930934180364564"
"378","0.020605426080874168","0.020605426080874168","0.020605426080874168"
"379","0.11164374377029682","0.11164374377029682","0.11164374377029682"
"380","0.09181804019831094","0.09181804019831094","0.09181804019831094"
"381","0.058511886023231506","0.058511886023231506","0.058511886023231506"
"382","0.029990345530677587","0.029990345530677587","0.029990345530677587"
"383","0.11360271590132874","0.11360271590132874","0.11360271590132874"
"384","0.09100969727400557","0.09100969727400557","0.09100969727400557"
"385","0.03347673222621476","0.03347673222621476","0.03347673222621476"
"386","0.021833415608021562","0.021833415608021562","0.021833415608021562"
"387","0.09093638579860064","0.09093638579860064","0.09093638579860064"
"388","0.05520950956270099","0.05520950956270099","0.05520950956270099"
"389","0.04500982035394155","0.04500982035394155","0.04500982035394155"
"390","0.04248803034965282","0.04248803034965282","0.04248803034965282"
"391","0.08110049785399395","0.08110049785399395","0.08110049785399395"
"392","0.04922752253807393","0.04922752253807393","0.04922752253807393"
"393","0.04815570289727801","0.04815570289727801","0.04815570289727801"
"394","0.03450720004098805","0.03450720004098805","0.03450720004098805"
"395","0.06136809771677191","0.06136809771677191","0.06136809771677191"
"396","0.046403343277132886","0.046403343277132886","0.046403343277132886"
"397","0.05654971135316292","0.05654971135316292","0.05654971135316292"
"398","0.04835184230297004","0.04835184230297004","0.04835184230297004"
"399","0.0776287078217935","0.0776287078217935","0.0776287078217935"
"400","0.07538806226819386","0.07538806226819386","0.07538806226819386"
"401","0.0268563984469178","0.0268563984469178","0.0268563984469178"
"402","0.044223923401053376","0.044223923401053376","0.044223923401053376"
"403","0.11364420624517337","0.11364420624517337","0.11364420624517337"
"404","0.10145547164909265","0.10145547164909265","0.10145547164909265"
"405","0.025783786186167","0.025783786186167","0.025783786186167"
"406","0.034618806908006915","0.034618806908006915","0.034618806908006915"
"407","0.05657515616702666","0.05657515616702666","0.05657515616702666"
"408","0.05933693034031118","0.05933693034031118","0.05933693034031118"
"409","0.05606820947072907","0.05606820947072907","0.05606820947072907"
"410","0.03815704618703902","0.03815704618703902","0.03815704618703902"
"411","0.08828423571766406","0.08828423571766406","0.08828423571766406"
"412","0.005153565629318888","0.005153565629318888","0.005153565629318888"
"413","0.02311492622723396","0.02311492622723396","0.02311492622723396"
"414","0.0160662439605877","0.0160662439605877","0.0160662439605877"
"415","0.025802027692811355","0.025802027692811355","0.025802027692811355"
"416","0.08736532332051346","0.08736532332051346","0.08736532332051346"
"417","0.05976666606062174","0.05976666606062174","0.05976666606062174"
"418","0.062120004478883724","0.062120004478883724","0.062120004478883724"
"419","0.03054032364414762","0.03054032364414762","0.03054032364414762"
