"Step","ALFWORLD_RFT_Qwen_1.5B_R3L_trainer - actor/grad_norm","ALFWORLD_RFT_Qwen_1.5B_R3L_trainer - actor/grad_norm__MIN","ALFWORLD_RFT_Qwen_1.5B_R3L_trainer - actor/grad_norm__MAX"
"51","0.0791228786110878","0.0791228786110878","0.0791228786110878"
"52","0.09329140931367874","0.09329140931367874","0.09329140931367874"
"53","0.13867323100566864","0.13867323100566864","0.13867323100566864"
"54","0.13253629207611084","0.13253629207611084","0.13253629207611084"
"55","0.13125093281269073","0.13125093281269073","0.13125093281269073"
"56","0.11631546169519424","0.11631546169519424","0.11631546169519424"
"57","0.10899920016527176","0.10899920016527176","0.10899920016527176"
"58","0.11966303735971451","0.11966303735971451","0.11966303735971451"
"59","0.11314091831445694","0.11314091831445694","0.11314091831445694"
"60","0.12435731291770935","0.12435731291770935","0.12435731291770935"
"61","0.11444023251533508","0.11444023251533508","0.11444023251533508"
"62","0.09933803230524063","0.09933803230524063","0.09933803230524063"
"63","0.11670246720314026","0.11670246720314026","0.11670246720314026"
"64","0.12519241869449615","0.12519241869449615","0.12519241869449615"
"65","0.1629556268453598","0.1629556268453598","0.1629556268453598"
"66","0.11818704009056091","0.11818704009056091","0.11818704009056091"
"67","0.1303638517856598","0.1303638517856598","0.1303638517856598"
"68","0.1108124628663063","0.1108124628663063","0.1108124628663063"
"69","0.1463198959827423","0.1463198959827423","0.1463198959827423"
"70","0.12184584140777588","0.12184584140777588","0.12184584140777588"
"71","0.12519237399101257","0.12519237399101257","0.12519237399101257"
"72","0.12087029963731766","0.12087029963731766","0.12087029963731766"
"73","0.1155635267496109","0.1155635267496109","0.1155635267496109"
"74","0.15486422181129456","0.15486422181129456","0.15486422181129456"
"75","0.1430729776620865","0.1430729776620865","0.1430729776620865"
"76","0.11825070530176163","0.11825070530176163","0.11825070530176163"
"77","0.15263430774211884","0.15263430774211884","0.15263430774211884"
"78","0.1105576604604721","0.1105576604604721","0.1105576604604721"
"79","0.12909844517707825","0.12909844517707825","0.12909844517707825"
"80","0.16091424226760864","0.16091424226760864","0.16091424226760864"
"81","0.14897038042545319","0.14897038042545319","0.14897038042545319"
"82","0.13455434143543243","0.13455434143543243","0.13455434143543243"
"83","0.1306234747171402","0.1306234747171402","0.1306234747171402"
"84","0.1165500059723854","0.1165500059723854","0.1165500059723854"
"85","0.13950085639953613","0.13950085639953613","0.13950085639953613"
"86","0.13949011266231537","0.13949011266231537","0.13949011266231537"
"87","0.14390045404434204","0.14390045404434204","0.14390045404434204"
"88","0.14647001028060913","0.14647001028060913","0.14647001028060913"
"89","0.1646471619606018","0.1646471619606018","0.1646471619606018"
"90","0.16701214015483856","0.16701214015483856","0.16701214015483856"
"91","0.1442396491765976","0.1442396491765976","0.1442396491765976"
"92","0.15726932883262634","0.15726932883262634","0.15726932883262634"
"93","0.14776568114757538","0.14776568114757538","0.14776568114757538"
"94","0.1382422298192978","0.1382422298192978","0.1382422298192978"
"95","0.14396385848522186","0.14396385848522186","0.14396385848522186"
"96","0.17346370220184326","0.17346370220184326","0.17346370220184326"
"97","0.16254112124443054","0.16254112124443054","0.16254112124443054"
"98","0.15363873541355133","0.15363873541355133","0.15363873541355133"
"99","0.15605483949184418","0.15605483949184418","0.15605483949184418"
"100","0.16181328892707825","0.16181328892707825","0.16181328892707825"
"101","0.18930961191654205","0.18930961191654205","0.18930961191654205"
"102","0.24730829894542694","0.24730829894542694","0.24730829894542694"
"103","0.2191789299249649","0.2191789299249649","0.2191789299249649"
"104","0.16677486896514893","0.16677486896514893","0.16677486896514893"
"105","0.21513399481773376","0.21513399481773376","0.21513399481773376"
"106","0.22962841391563416","0.22962841391563416","0.22962841391563416"
"107","0.25139009952545166","0.25139009952545166","0.25139009952545166"
"108","0.17727166414260864","0.17727166414260864","0.17727166414260864"
"109","0.19875164330005646","0.19875164330005646","0.19875164330005646"
"110","0.20452773571014404","0.20452773571014404","0.20452773571014404"
"111","0.20626579225063324","0.20626579225063324","0.20626579225063324"
"112","0.20356109738349915","0.20356109738349915","0.20356109738349915"
"113","0.2600792348384857","0.2600792348384857","0.2600792348384857"
"114","0.20944754779338837","0.20944754779338837","0.20944754779338837"
"115","0.18848316371440887","0.18848316371440887","0.18848316371440887"
"116","0.2841675579547882","0.2841675579547882","0.2841675579547882"
"117","0.23235313594341278","0.23235313594341278","0.23235313594341278"
"118","0.29323792457580566","0.29323792457580566","0.29323792457580566"
"119","0.22292573750019073","0.22292573750019073","0.22292573750019073"
"120","0.2088824212551117","0.2088824212551117","0.2088824212551117"
"121","0.20848000049591064","0.20848000049591064","0.20848000049591064"
"122","0.2141452133655548","0.2141452133655548","0.2141452133655548"
"123","0.2808701694011688","0.2808701694011688","0.2808701694011688"
"124","0.29086968302726746","0.29086968302726746","0.29086968302726746"
"125","0.264629602432251","0.264629602432251","0.264629602432251"
"126","0.28553536534309387","0.28553536534309387","0.28553536534309387"
"127","0.2835956811904907","0.2835956811904907","0.2835956811904907"
"128","0.30783215165138245","0.30783215165138245","0.30783215165138245"
"129","0.2725278437137604","0.2725278437137604","0.2725278437137604"
"130","0.2764813303947449","0.2764813303947449","0.2764813303947449"
"131","0.2699238061904907","0.2699238061904907","0.2699238061904907"
"132","0.33358386158943176","0.33358386158943176","0.33358386158943176"
"133","0.28180986642837524","0.28180986642837524","0.28180986642837524"
"134","0.29256299138069153","0.29256299138069153","0.29256299138069153"
"135","0.31130632758140564","0.31130632758140564","0.31130632758140564"
"136","0.27898427844047546","0.27898427844047546","0.27898427844047546"
"137","0.3346160352230072","0.3346160352230072","0.3346160352230072"
"138","0.3413543403148651","0.3413543403148651","0.3413543403148651"
"139","0.3731897175312042","0.3731897175312042","0.3731897175312042"
"140","0.357753187417984","0.357753187417984","0.357753187417984"
"141","0.3380749225616455","0.3380749225616455","0.3380749225616455"
"142","0.3339935541152954","0.3339935541152954","0.3339935541152954"
"143","0.3278261125087738","0.3278261125087738","0.3278261125087738"
"144","0.4107150733470917","0.4107150733470917","0.4107150733470917"
"145","0.4147871732711792","0.4147871732711792","0.4147871732711792"
"146","0.3370642066001892","0.3370642066001892","0.3370642066001892"
"147","0.40241700410842896","0.40241700410842896","0.40241700410842896"
"148","0.4007745087146759","0.4007745087146759","0.4007745087146759"
"149","0.34559810161590576","0.34559810161590576","0.34559810161590576"
"150","0.4091304540634155","0.4091304540634155","0.4091304540634155"
"151","0.4666493833065033","0.4666493833065033","0.4666493833065033"
"152","0.4392370879650116","0.4392370879650116","0.4392370879650116"
"153","0.39496293663978577","0.39496293663978577","0.39496293663978577"
"154","0.4342474341392517","0.4342474341392517","0.4342474341392517"
"155","0.41419821977615356","0.41419821977615356","0.41419821977615356"
"156","0.4367419481277466","0.4367419481277466","0.4367419481277466"
"157","0.39672884345054626","0.39672884345054626","0.39672884345054626"
"158","0.4699755609035492","0.4699755609035492","0.4699755609035492"
"159","0.419231116771698","0.419231116771698","0.419231116771698"
"160","0.38963639736175537","0.38963639736175537","0.38963639736175537"
"161","0.43072766065597534","0.43072766065597534","0.43072766065597534"
"162","0.3712218701839447","0.3712218701839447","0.3712218701839447"
"163","0.4812924265861511","0.4812924265861511","0.4812924265861511"
"164","0.5193731784820557","0.5193731784820557","0.5193731784820557"
"165","0.5539872646331787","0.5539872646331787","0.5539872646331787"
"166","0.4537276327610016","0.4537276327610016","0.4537276327610016"
"167","0.41873887181282043","0.41873887181282043","0.41873887181282043"
"168","0.5027094483375549","0.5027094483375549","0.5027094483375549"
"169","0.43744805455207825","0.43744805455207825","0.43744805455207825"
"170","0.570984959602356","0.570984959602356","0.570984959602356"
"171","0.5688276290893555","0.5688276290893555","0.5688276290893555"
"172","0.5921369791030884","0.5921369791030884","0.5921369791030884"
"173","0.5707505941390991","0.5707505941390991","0.5707505941390991"
"174","0.48686304688453674","0.48686304688453674","0.48686304688453674"
"175","0.4234013855457306","0.4234013855457306","0.4234013855457306"
"176","0.5140156745910645","0.5140156745910645","0.5140156745910645"
"177","0.49953529238700867","0.49953529238700867","0.49953529238700867"
"178","0.5342295169830322","0.5342295169830322","0.5342295169830322"
"179","0.5473852157592773","0.5473852157592773","0.5473852157592773"
"180","0.5181059837341309","0.5181059837341309","0.5181059837341309"
"181","0.5634641349315643","0.5568488836288452","0.5700793862342834"
"182","0.5612095892429352","0.5294876098632812","0.5929315686225891"
"183","0.5173205435276031","0.5042994022369385","0.5303416848182678"
"184","0.5304102599620819","0.5220029354095459","0.5388175845146179"
"185","0.5350148677825928","0.5072000026702881","0.5628297328948975"
"186","0.5664849579334259","0.5062546133995056","0.6267153024673462"
"187","0.5875173360109329","0.4972669184207916","0.6777677536010742"
"188","0.5477388203144073","0.5394269824028015","0.5560506582260132"
"189","0.5665515959262848","0.5323959589004517","0.6007072329521179"
"190","0.6245452761650085","0.5690745115280151","0.680016040802002"
"191","0.5865285396575928","0.5865285396575928","0.5865285396575928"
"192","0.6051700711250305","0.6051700711250305","0.6051700711250305"
"193","0.5440148711204529","0.5440148711204529","0.5440148711204529"
"194","0.5649625062942505","0.5649625062942505","0.5649625062942505"
"195","0.5497422218322754","0.5497422218322754","0.5497422218322754"
"196","0.5676056742668152","0.5676056742668152","0.5676056742668152"
"197","0.5978243350982666","0.5978243350982666","0.5978243350982666"
"198","0.6675010919570923","0.6675010919570923","0.6675010919570923"
"199","0.693195104598999","0.693195104598999","0.693195104598999"
"200","0.5489862561225891","0.5489862561225891","0.5489862561225891"
"201","0.5499451160430908","0.5499451160430908","0.5499451160430908"
"202","0.5228951573371887","0.5228951573371887","0.5228951573371887"
"203","0.5065721869468689","0.5065721869468689","0.5065721869468689"
"204","0.5255579352378845","0.5255579352378845","0.5255579352378845"
"205","0.5677110552787781","0.5677110552787781","0.5677110552787781"
"206","0.5803855657577515","0.5803855657577515","0.5803855657577515"
"207","0.5652353763580322","0.5652353763580322","0.5652353763580322"
"208","0.5331570506095886","0.5331570506095886","0.5331570506095886"
"209","0.6423299908638","0.6423299908638","0.6423299908638"
"210","0.6065124273300171","0.6065124273300171","0.6065124273300171"
"211","0.6009824872016907","0.6009824872016907","0.6009824872016907"
"212","0.5629395842552185","0.5629395842552185","0.5629395842552185"
"213","0.5565914511680603","0.5565914511680603","0.5565914511680603"
"214","0.5516374111175537","0.5516374111175537","0.5516374111175537"
"215","0.5769755244255066","0.5769755244255066","0.5769755244255066"
"216","0.5708333849906921","0.5708333849906921","0.5708333849906921"
"217","0.6774020791053772","0.6774020791053772","0.6774020791053772"
"218","0.5560861229896545","0.5560861229896545","0.5560861229896545"
"219","0.7166343927383423","0.7166343927383423","0.7166343927383423"
"220","0.6750711798667908","0.6750711798667908","0.6750711798667908"
"221","0.6498442888259888","0.6498442888259888","0.6498442888259888"
"222","0.6051028370857239","0.6051028370857239","0.6051028370857239"
"223","0.5749427676200867","0.5749427676200867","0.5749427676200867"
"224","0.57051020860672","0.57051020860672","0.57051020860672"
"225","0.6572731137275696","0.6572731137275696","0.6572731137275696"
"226","0.6130915880203247","0.6130915880203247","0.6130915880203247"
"227","0.5976561307907104","0.5976561307907104","0.5976561307907104"
"228","0.6699891090393066","0.6699891090393066","0.6699891090393066"
"229","0.6592977643013","0.6592977643013","0.6592977643013"
"230","0.6259569525718689","0.6259569525718689","0.6259569525718689"
"231","0.6361768841743469","0.6361768841743469","0.6361768841743469"
"232","0.6847158074378967","0.6847158074378967","0.6847158074378967"
"233","0.6348775625228882","0.6348775625228882","0.6348775625228882"
"234","0.6008455753326416","0.6008455753326416","0.6008455753326416"
"235","0.6178030371665955","0.6178030371665955","0.6178030371665955"
"236","0.6103836297988892","0.6103836297988892","0.6103836297988892"
"237","0.6600111722946167","0.6600111722946167","0.6600111722946167"
"238","0.6111664772033691","0.6111664772033691","0.6111664772033691"
"239","0.5666755437850952","0.5666755437850952","0.5666755437850952"
"240","0.6064018607139587","0.6064018607139587","0.6064018607139587"
"241","0.5810210108757019","0.5810210108757019","0.5810210108757019"
"242","0.6417490839958191","0.6417490839958191","0.6417490839958191"
"243","0.5864073038101196","0.5864073038101196","0.5864073038101196"
"244","0.604854941368103","0.604854941368103","0.604854941368103"
"245","0.5376492738723755","0.5376492738723755","0.5376492738723755"
"246","0.5640215277671814","0.5640215277671814","0.5640215277671814"
"247","0.576089084148407","0.576089084148407","0.576089084148407"
"248","0.6585464477539062","0.6585464477539062","0.6585464477539062"
"249","0.6026344895362854","0.6026344895362854","0.6026344895362854"
"250","0.570874810218811","0.570874810218811","0.570874810218811"
"251","0.5649958252906799","0.5649958252906799","0.5649958252906799"
"252","0.5638065338134766","0.5638065338134766","0.5638065338134766"
"253","0.5963618159294128","0.5963618159294128","0.5963618159294128"
"254","0.596983790397644","0.596983790397644","0.596983790397644"
"255","0.5539446473121643","0.5539446473121643","0.5539446473121643"
"256","0.6871412396430969","0.6871412396430969","0.6871412396430969"
"257","0.6676384806632996","0.6676384806632996","0.6676384806632996"
"258","0.6262012124061584","0.6262012124061584","0.6262012124061584"
"259","0.5922827124595642","0.5922827124595642","0.5922827124595642"
"260","0.6203399896621704","0.6203399896621704","0.6203399896621704"
"261","0.5968108475208282","0.589258074760437","0.6043636202812195"
"262","0.6813451051712036","0.6769644021987915","0.6857258081436157"
"263","0.6259232759475708","0.6145353317260742","0.6373112201690674"
"264","0.675152987241745","0.6593682765960693","0.6909376978874207"
"265","0.6561294198036194","0.6406533718109131","0.6716054677963257"
"266","0.5916059613227844","0.5916059613227844","0.5916059613227844"
"267","0.6366233229637146","0.6366233229637146","0.6366233229637146"
"268","0.6090307831764221","0.6090307831764221","0.6090307831764221"
"269","0.5518892407417297","0.5518892407417297","0.5518892407417297"
"270","0.5773192048072815","0.5773192048072815","0.5773192048072815"
"271","0.5799222588539124","0.5799222588539124","0.5799222588539124"
"272","0.5940737128257751","0.5940737128257751","0.5940737128257751"
"273","0.6438571810722351","0.6438571810722351","0.6438571810722351"
"274","0.5528900027275085","0.5528900027275085","0.5528900027275085"
"275","0.5359690189361572","0.5359690189361572","0.5359690189361572"
"276","0.5496718883514404","0.5496718883514404","0.5496718883514404"
"277","0.5704208016395569","0.5704208016395569","0.5704208016395569"
"278","0.6381060481071472","0.6381060481071472","0.6381060481071472"
"279","0.6310108304023743","0.6310108304023743","0.6310108304023743"
"280","0.5846720337867737","0.5846720337867737","0.5846720337867737"
"281","0.6025511026382446","0.5549361705780029","0.6501660346984863"
"282","0.6152082681655884","0.6118494868278503","0.6185670495033264"
"283","0.6482150256633759","0.6162259578704834","0.6802040934562683"
"284","0.6279792785644531","0.6019119024276733","0.6540466547012329"
"285","0.6025351583957672","0.5712531208992004","0.633817195892334"
"286","0.633588045835495","0.609182596206665","0.657993495464325"
"287","0.6141164302825928","0.5689071416854858","0.6593257188796997"
"288","0.6227336227893829","0.6056517958641052","0.6398154497146606"
"289","0.6287185847759247","0.6059827208518982","0.6514544486999512"
"290","0.6109667420387268","0.6050342917442322","0.6168991923332214"
"291","0.5734264552593231","0.5601601004600525","0.5866928100585938"
"292","0.6262735724449158","0.6110889315605164","0.6414582133293152"
"293","0.5932150483131409","0.5577311515808105","0.6286989450454712"
"294","0.6855906248092651","0.6855906248092651","0.6855906248092651"
"295","0.661201536655426","0.661201536655426","0.661201536655426"
"296","0.6649799942970276","0.6649799942970276","0.6649799942970276"
"297","0.6010650992393494","0.6010650992393494","0.6010650992393494"
"298","0.5475406646728516","0.5475406646728516","0.5475406646728516"
"299","0.667000949382782","0.667000949382782","0.667000949382782"
"300","0.6417257785797119","0.6417257785797119","0.6417257785797119"
"301","0.5946542024612427","0.5946542024612427","0.5946542024612427"
"302","0.6085654497146606","0.6085654497146606","0.6085654497146606"
"303","0.5949881672859192","0.5949881672859192","0.5949881672859192"
"304","0.58677077293396","0.58677077293396","0.58677077293396"
"305","0.6689143180847168","0.6689143180847168","0.6689143180847168"
"306","0.735588550567627","0.735588550567627","0.735588550567627"
"307","0.6765697002410889","0.6765697002410889","0.6765697002410889"
"308","0.6424425840377808","0.6424425840377808","0.6424425840377808"
"309","0.6744677424430847","0.6744677424430847","0.6744677424430847"
"310","0.6633121967315674","0.6633121967315674","0.6633121967315674"
"311","0.6021177768707275","0.6021177768707275","0.6021177768707275"
"312","0.6255337595939636","0.6255337595939636","0.6255337595939636"
"313","0.6111168265342712","0.6111168265342712","0.6111168265342712"
"314","0.6532261371612549","0.6532261371612549","0.6532261371612549"
"315","0.6585659384727478","0.6585659384727478","0.6585659384727478"
"316","0.6255682110786438","0.6255682110786438","0.6255682110786438"
"317","0.6217772364616394","0.6217772364616394","0.6217772364616394"
"318","0.6958839297294617","0.6958839297294617","0.6958839297294617"
"319","0.6444633603096008","0.6444633603096008","0.6444633603096008"
"320","0.6640906929969788","0.6640906929969788","0.6640906929969788"
"321","0.6750288009643555","0.6750288009643555","0.6750288009643555"
"322","0.6091946959495544","0.6091946959495544","0.6091946959495544"
"323","0.6093212366104126","0.6093212366104126","0.6093212366104126"
"324","0.6545279026031494","0.6545279026031494","0.6545279026031494"
"325","0.6521340012550354","0.6521340012550354","0.6521340012550354"
"326","0.5812502503395081","0.5812502503395081","0.5812502503395081"
"327","0.6640816926956177","0.6640816926956177","0.6640816926956177"
"328","0.5732887983322144","0.5732887983322144","0.5732887983322144"
"329","0.5615234375","0.5615234375","0.5615234375"
"330","0.5920964479446411","0.5920964479446411","0.5920964479446411"
"331","0.5513827800750732","0.5513827800750732","0.5513827800750732"
"332","0.5981056690216064","0.5981056690216064","0.5981056690216064"
"333","0.6044354438781738","0.6044354438781738","0.6044354438781738"
"334","0.5907838344573975","0.5907838344573975","0.5907838344573975"
"335","0.5976689457893372","0.5976689457893372","0.5976689457893372"
"336","0.6221458315849304","0.6221458315849304","0.6221458315849304"
"337","0.6169228553771973","0.6169228553771973","0.6169228553771973"
"338","0.6088721752166748","0.6088721752166748","0.6088721752166748"
"339","0.6546045541763306","0.6546045541763306","0.6546045541763306"
"340","0.6159270405769348","0.6159270405769348","0.6159270405769348"
"341","0.5989153981208801","0.5989153981208801","0.5989153981208801"
"342","0.652132511138916","0.652132511138916","0.652132511138916"
"343","0.6359750628471375","0.6359750628471375","0.6359750628471375"
"344","0.6309560537338257","0.6309560537338257","0.6309560537338257"
"345","0.5894349217414856","0.5894349217414856","0.5894349217414856"
"346","0.6192742586135864","0.6192742586135864","0.6192742586135864"
"347","0.6745736598968506","0.6745736598968506","0.6745736598968506"
"348","0.697486400604248","0.697486400604248","0.697486400604248"
"349","0.5976091623306274","0.5976091623306274","0.5976091623306274"
"350","0.6121199727058411","0.6121199727058411","0.6121199727058411"
